request_id,client_id,tenant_id,slo_class,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason
0,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,0,swe_smith_system_prompt,924,True,611,98,0,0,0,0,0.0,,0,0,0,0,0,0,0,ok,,
1,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,1,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,1633,True,101,56,0,0,0,0,0.0,,0,0,100000,100000,0,0,0,ok,,
2,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,2,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,1790,True,1172,66,0,0,0,0,0.0,,0,0,200000,200000,0,0,0,ok,,
3,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,3,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,3028,True,7092,47,0,0,0,0,0.0,,0,0,300000,300000,0,0,0,ok,,
4,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,4,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,10167,True,15,68,0,0,0,0,0.0,,0,0,400000,400000,0,0,0,ok,,
5,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,5,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,10250,True,890,65,0,0,0,0,0.0,,0,0,500000,500000,0,0,0,ok,,
6,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,6,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,11205,True,893,362,0,0,0,0,0.0,,0,0,600000,600000,0,0,0,ok,,
7,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,7,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,12460,True,19,35,0,0,0,0,0.0,,0,0,700000,700000,0,0,0,ok,,
8,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,8,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,12514,True,50,386,0,0,0,0,0.0,,0,0,800000,800000,0,0,0,ok,,
9,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,9,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,12950,True,478,40,0,0,0,0,0.0,,0,0,900000,900000,0,0,0,ok,,
10,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,10,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,13468,True,57,292,0,0,0,0,0.0,,0,0,1000000,1000000,0,0,0,ok,,
11,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,11,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,13817,True,292,683,0,0,0,0,0.0,,0,0,1100000,1100000,0,0,0,ok,,
12,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,12,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,14792,True,19,35,0,0,0,0,0.0,,0,0,1200000,1200000,0,0,0,ok,,
13,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,13,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,14846,True,329,138,0,0,0,0,0.0,,0,0,1300000,1300000,0,0,0,ok,,
14,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,14,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,15313,True,295,246,0,0,0,0,0.0,,0,0,1400000,1400000,0,0,0,ok,,
15,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,15,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,15854,True,266,34,0,0,0,0,0.0,,0,0,1500000,1500000,0,0,0,ok,,
16,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,16,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,16154,True,345,50,0,0,0,0,0.0,,0,0,1600000,1600000,0,0,0,ok,,
17,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,17,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,16549,True,57,214,0,0,0,0,0.0,,0,0,1700000,1700000,0,0,0,ok,,
18,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,18,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,16820,True,1805,42,0,0,0,0,0.0,,0,0,1800000,1800000,0,0,0,ok,,
19,,,,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,19,alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih.zlr2c8bz,18667,True,11,14,0,0,0,0,0.0,,0,0,1900000,1900000,0,0,0,ok,,
20,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,0,swe_smith_system_prompt,924,True,700,108,0,0,0,0,0.0,,0,0,0,0,0,0,0,ok,,
21,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,1,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,1732,True,289,95,0,0,0,0,0.0,,0,0,100000,100000,0,0,0,ok,,
22,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,2,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,2116,True,2695,88,0,0,0,0,0.0,,0,0,200000,200000,0,0,0,ok,,
23,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,3,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,4899,True,198,79,0,0,0,0,0.0,,0,0,300000,300000,0,0,0,ok,,
24,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,4,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,5176,True,207,67,0,0,0,0,0.0,,0,0,400000,400000,0,0,0,ok,,
25,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,5,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,5450,True,677,60,0,0,0,0,0.0,,0,0,500000,500000,0,0,0,ok,,
26,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,6,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,6187,True,3639,66,0,0,0,0,0.0,,0,0,600000,600000,0,0,0,ok,,
27,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,7,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,9892,True,705,71,0,0,0,0,0.0,,0,0,700000,700000,0,0,0,ok,,
28,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,8,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,10668,True,754,197,0,0,0,0,0.0,,0,0,800000,800000,0,0,0,ok,,
29,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,9,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,11619,True,20,36,0,0,0,0,0.0,,0,0,900000,900000,0,0,0,ok,,
30,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,10,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,11675,True,86,354,0,0,0,0,0.0,,0,0,1000000,1000000,0,0,0,ok,,
31,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,11,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,12115,True,369,71,0,0,0,0,0.0,,0,0,1100000,1100000,0,0,0,ok,,
32,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,12,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,12555,True,80,210,0,0,0,0,0.0,,0,0,1200000,1200000,0,0,0,ok,,
33,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,12845,True,20,27,0,0,0,0,0.0,,0,0,1300000,1300000,0,0,0,ok,,
34,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,14,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,12892,True,91,272,0,0,0,0,0.0,,0,0,1400000,1400000,0,0,0,ok,,
35,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,15,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13255,True,21,28,0,0,0,0,0.0,,0,0,1500000,1500000,0,0,0,ok,,
36,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13304,True,91,371,0,0,0,0,0.0,,0,0,1600000,1600000,0,0,0,ok,,
37,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,17,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13766,True,20,27,0,0,0,0,0.0,,0,0,1700000,1700000,0,0,0,ok,,
38,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,18,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13813,True,136,135,0,0,0,0,0.0,,0,0,1800000,1800000,0,0,0,ok,,
39,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,19,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,14084,True,578,761,0,0,0,0,0.0,,0,0,1900000,1900000,0,0,0,ok,,
40,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,20,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,15423,True,805,43,0,0,0,0,0.0,,0,0,2000000,2000000,0,0,0,ok,,
41,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,21,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16271,True,125,77,0,0,0,0,0.0,,0,0,2100000,2100000,0,0,0,ok,,
42,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,22,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16473,True,80,137,0,0,0,0,0.0,,0,0,2200000,2200000,0,0,0,ok,,
43,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,23,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16690,True,1800,63,0,0,0,0,0.0,,0,0,2300000,2300000,0,0,0,ok,,
44,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,24,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,18553,True,11,16,0,0,0,0,0.0,,0,0,2400000,2400000,0,0,0,ok,,
45,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,0,swe_smith_system_prompt,924,True,446,71,0,0,0,0,0.0,,0,0,0,0,0,0,0,ok,,
46,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,1,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,1441,True,8599,47,0,0,0,0,0.0,,0,0,100000,100000,0,0,0,ok,,
47,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,2,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10087,True,15,64,0,0,0,0,0.0,,0,0,200000,200000,0,0,0,ok,,
48,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,3,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10166,True,336,363,0,0,0,0,0.0,,0,0,300000,300000,0,0,0,ok,,
49,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,4,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10865,True,18,31,0,0,0,0,0.0,,0,0,400000,400000,0,0,0,ok,,
50,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,5,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10914,True,24,150,0,0,0,0,0.0,,0,0,500000,500000,0,0,0,ok,,
51,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,6,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11088,True,221,105,0,0,0,0,0.0,,0,0,600000,600000,0,0,0,ok,,
52,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,7,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11414,True,140,37,0,0,0,0,0.0,,0,0,700000,700000,0,0,0,ok,,
53,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,8,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11591,True,24,124,0,0,0,0,0.0,,0,0,800000,800000,0,0,0,ok,,
54,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11739,True,60,51,0,0,0,0,0.0,,0,0,900000,900000,0,0,0,ok,,
55,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11850,True,8232,45,0,0,0,0,0.0,,0,0,1000000,1000000,0,0,0,ok,,
